-72,53126621200	-13,99202975700
-73,68263125400	-11,23852662000
-73,73216629000	-11,05266063100
-75,69002866700	-14,03200469900
-75,76846718800	-13,96906928400
-71,41628372700	-12,93040825200
-80,25141477600	-3,69472234500
-76,67394340000	-11,91991169100
-77,32246398900	-6,47275634600
-79,67296421500	-5,01608082400
-79,76048469500	-5,94475327100
-77,55023717900	-9,40803864500
-76,81976437600	-6,41813460700
-73,74342620400	-12,69343577200
-78,51179147000	-5,39164889000
-79,61153577000	-5,39955389000
-80,61220295000	-5,39985122000
-78,92403222000	-5,40194122000
-78,53878102000	-5,39925039000
-78,46589243800	-6,50498731600
-77,40148166700	-9,01262500000
-77,80862333300	-6,64302500000
-74,14069602000	-14,44505879000
-72,89834564000	-14,44481253000
-71,28177777000	-14,44475305000
-72,78133927000	-14,44472090000
-69,38952166700	-14,45689166700
-74,42885540000	-14,44462241000
-72,75318151000	-14,44459604000
-70,21875602000	-14,44459091000
-73,09942514000	-14,44444091000
-74,70335990000	-14,44436192000
-72,07470702000	-14,44433978000
-70,05235930900	-14,44069383300
-78,40035940000	-5,44237689000
-78,64635281000	-5,43560753000
-80,72553016000	-5,44127264000
-80,94187477000	-5,44087477000
-80,76834353000	-5,44049390000
-78,96184693000	-5,43546625000
-78,46228563000	-5,43697005000
-80,58287502000	-5,43710352000
-78,64636066000	-5,43658515000
-78,82206890000	-5,43645777000
-79,01100932000	-5,38837695000
-79,08415561000	-5,48154016000
-80,73766390000	-5,39974927000
-78,76590496000	-5,38701935000
